544,1204
649,356
300,2020
439,1302
628,141
134,112
430,339
524,1050
549,919
777,1167
199,62
406,551
970,1127
130,524
566,1431
869,802
623,1391
349,2006
520,1909
924,300
524,1215
721,653
163,544
131,319
889,353
931,1197
579,1356
518,1150
655,1095
303,647
302,1822
33,1635
438,741
526,1196
106,1059
210,1610
524,569
90,457
210,1499
414,1927
931,84
164,920
955,1393
148,1088
939,1580
268,1100
195,29
549,920
744,1394
528,2011
964,588
950,1750
955,1590
721,1286
328,1479
954,919
724,1721
731,178
329,461
922,1267
198,1690
721,2011
192,280
53,319
48,442
732,762
148,1276
770,198
352,588
192,553
673,58
326,1263
261,802
226,920
728,1213
752,272
403,1213
235,978
343,2012
377,480
752,34
238,923
53,1246
329,1588
984,459
169,1500
133,1614
53,1627
50,524
780,1088
824,913
355,1907
438,355
496,593
406,802
137,196
180,1094
38,48
343,1387
824,1395
199,1653
949,1590
971,1321
456,1209
639,1197
28,1968
519,1225
300,1234
905,608
604,849
531,1485
587,1093
319,1476
333,39
299,912
300,1945
202,434
742,1580
352,1095
753,1806
424,1663
158,922
2,647
731,637
352,1762
798,1128
134,21
549,1295
461,1784
45,195
854,288
855,453
830,1387
368,201
661,1258
403,1219
635,1244
205,1834
192,377
556,592
729,1610
73,1923
955,538
952,1035
659,529
424,1333
291,1955
509,1186
792,1199
148,1391
687,1876
181,266
412,924
635,916
219,266
656,750
25,737
628,317
10,32
379,1066
977,45
53,427
224,1242
601,1885
308,1374
123,1228
636,1917
40,173
738,648
889,427
164,943
721,480
698,2054
666,1614
431,1721
922,1370
482,2022
161,1094
456,318
563,1253
346,248
287,1233
543,724
889,220
285,1208
195,670
692,198
319,728
238,650
481,1270
216,1982
956,1057
166,231
571,1909
752,43
659,1958
699,788
910,1084
975,933
981,1729
624,1374
129,1687
302,1894
438,556
293,1298
669,2012
175,1094
38,708
375,293
161,265
678,1367
480,1784
889,1965
398,1210
62,500
587,590
233,36
199,912
329,1188
300,1801
991,342
669,1285
62,1199
398,47
308,1089
327,1163
412,1097
996,1603
607,73
493,1177
169,1722
604,1379
996,1196
778,1610
781,1784
220,1732
955,208
663,1617
515,1202
18,1193
957,2019
199,1376
150,595
695,292
700,1617
608,1586
261,1921
302,1965
208,1584
36,866
918,608
149,1179
816,1580
550,1260
822,1702
482,1673
471,2019
588,1535
548,1310
10,1042
877,1060
92,661
352,203
211,1976
120,1214
434,2015
53,1645
692,1916
800,913
516,1127
673,1406
293,1970
960,1094
214,141
53,1701
929,1275
889,590
229,724
163,1291
377,380
620,514
571,737
474,368
721,1620
897,780
69,1834
749,2018
985,1036
970,2002
173,1952
301,736
839,1206
562,1953
735,1196
33,1183
478,1179
403,1380
216,924
338,1198
556,1282
648,1089
697,1196
692,1982
185,1687
53,1019
696,2054
302,733
369,1777
796,1641
876,1356
134,457
380,1073
808,1771
272,969
977,1089
695,648
746,1200
631,904
265,1247
777,318
419,919
271,720
550,186
53,506
438,1019
314,1225
727,1945
528,18
453,1276
314,1287
854,457
229,1729
271,316
607,678
308,1954
707,296
474,1601
850,869
757,778
731,588
123,910
904,832
869,610
859,1997
198,1614
10,1376
346,1073
796,1228
924,1250
509,839
526,2000
216,921
192,161
828,785
882,1175
963,593
543,1917
302,1240
18,261
17,1617
48,1792
543,273
131,924
5,194
445,1214
587,1080
264,466
673,34
621,833
259,1797
334,902
352,2052
202,1517
710,1667
937,708
264,2028
589,2012
408,1394
957,838
355,592
476,1307
949,1603
316,1210
713,498
326,11
202,225
392,300
560,377
663,1586
333,900
412,17
195,1390
309,1603
538,1270
173,1235
524,1212
307,593
249,1285
406,1953
174,10
182,440
646,258
725,300
240,1270
911,708
889,1619
881,522
752,1321
293,1701
175,45
75,1495
501,589
970,1835
839,1089
120,1276
669,161
743,2065
613,555
454,1405
934,1463
205,1446
660,10
325,1513
577,1092
963,1179
743,223
216,1968
562,110
839,1641
765,1711
204,595
412,356
721,440
6,2006
528,1580
785,163
588,1214
331,1101
13,1429
525,1466
212,1079
536,1394
175,1120
646,1580
533,1060
438,1023
59,224
752,231
802,1541
244,1282
791,2023
475,1262
970,541
735,45
813,450
338,416
300,1944
198,1200
331,1351
44,1265
297,1196
996,1589
588,899
238,535
752,230
151,471
699,434
531,1648
877,1884
424,1019
817,349
424,906
308,1994
58,1036
365,1912
958,928
326,1923
781,485
543,377
204,733
116,2013
696,1223
364,1719
151,1094
90,253
963,1653
899,551
792,1173
53,1960
323,2067
60,112
301,905
669,724
872,593
563,1762
588,342
55,150
44,1210
474,745
854,1569
783,1785
15,32
825,1204
173,1272
549,1479
85,277
889,1666
279,466
509,372
759,237
343,1375
347,1409
955,592
60,513
818,1375
949,329
990,104
10,1921
181,1215
975,1997
811,246
411,1513
687,1370
924,920
733,1041
134,1432
310,551
543,1393
18,1876
331,1721
591,509
333,919
202,1294
705,1258
957,1041
660,364
731,898
504,1969
432,356
392,1730
802,494
36,1597
461,1466
679,1982
849,1285
881,1760
826,2021
889,905
187,515
891,233
386,541
166,153
101,1835
911,368
388,1956
302,327
948,902
276,1282
195,253
549,900
956,951
737,1252
319,1644
781,1739
329,410
73,1994
899,39
368,159
699,1459
648,1513
980,1586
876,2028
169,587
385,1617
275,1307
441,1527
169,1250
855,914
349,104
975,1275
881,100
687,1625
139,1339
977,968
531,838
129,1275
543,1991
300,47
721,1641
390,951
230,2020
780,494
22,1034
855,237
975,1289
326,281
352,76
456,1269
62,1254
453,1275
175,924
678,2023
676,1210
919,1968
60,368
655,1197
107,947
516,1294
198,1704
678,415
293,187
253,1093
995,168
424,1947
716,293
396,1860
396,141
724,1542
187,2064
767,1200
673,1643
180,1053
925,1207
981,448
918,316
602,1301
626,589
955,1649
430,1357
732,1287
329,231
352,512
78,1871
808,1263
757,1805
508,541
509,588
192,1730
563,741
678,802
333,551
692,1372
75,362
630,1721
131,364
822,543
698,780
781,104
291,1272
573,593
524,1051
673,1442
731,1946
630,1380
349,145
252,104
800,1009
746,786
429,1248
134,95
351,2006
424,788
522,1920
999,1958
963,457
546,899
403,1798
414,1269
558,954
713,1760
150,1183
187,322
149,9
302,593
889,954
325,419
891,1619
151,562
67,1084
53,436
97,923
338,1584
140,1968
780,454
881,44
687,2054
376,1230
679,1348
591,1200
202,548
224,1240
212,608
281,85
855,1966
735,357
287,232
624,1207
245,1396
428,1923
770,468
428,265
727,1136
904,1193
752,700
205,1204
301,1885
453,34
770,1339
716,1586
894,1270
652,733
428,471
952,1245
731,2053
839,1499
549,1094
507,1243
268,784
202,919
721,1680
235,1201
137,11
588,506
547,608
12,1198
447,2068
765,2028
78,156
75,1021
881,367
922,858
996,1407
12,923
817,60
924,986
22,1921
597,785
663,1527
881,1205
551,52
53,1876
173,1234
368,32
869,750
534,1733
429,1598
307,926
245,150
831,908
922,1614
461,383
543,1343
919,1198
336,185
486,527
117,596
146,1245
530,678
53,858
216,602
929,1374
352,25
779,1093
549,442
392,1348
49,457
308,1393
531,1393
869,1200
970,1049
199,1556
82,1343
890,239
797,911
922,296
731,1408
663,160
331,1645
18,741
314,1653
272,1240
130,1617
404,923
45,1677
59,58
651,1345
521,50
858,590
454,578
494,1014
739,597
75,48
537,1358
716,1205
869,736
949,1584
877,1288
676,380
519,1927
428,1387
921,1641
845,457
971,1175
850,199
692,151
948,45
202,1552
270,1250
588,1954
874,1348
498,1280
519,1221
151,2028
721,586
532,551
117,1328
918,377
324,1278
187,589
921,1673
647,849
433,1777
702,1942
668,1777
355,1825
977,1248
604,1909
550,1883
889,1484
660,1515
881,356
904,50
424,1027
822,1682
549,94
409,1732
304,1617
770,370
927,1393
970,1220
752,408
239,122
105,1214
528,886
182,34
274,529
117,1499
565,1580
256,1344
531,1541
524,477
11,551
972,524
770,1126
556,1339
975,539
377,1097
968,555
551,2065
190,421
245,1357
19,1580
389,1406
714,239
624,1127
605,1566
187,1649
22,532
163,215
510,1136
338,2058
882,1356
263,1196
482,1073
601,175
329,743
585,1282
722,590
854,1897
669,1220
127,1605
229,1589
639,1246
178,1081
639,1584
603,1580
854,673
75,1474
752,1373
549,1954
746,1270
509,305
948,1240
129,1472
999,1639
967,585
93,1954
939,1969
113,1101
817,1617
163,1784
963,1500
53,1249
271,150
302,532
980,661
442,562
329,272
772,1563
291,1207
375,924
999,165
622,527
637,260
673,951
424,1240
765,2003
810,648
702,1927
869,830
339,1295
995,597
274,1968
68,1243
808,163
747,1210
178,1238
424,1219
575,1097
415,1371
151,1569
65,1784
309,223
539,1023
588,924
447,1299
699,491
959,733
655,2062
711,1213
355,1917
263,348
770,1215
45,902
155,1784
652,47
829,1221
699,1047
202,1220
441,593
216,639
801,2000
752,1584
348,1263
778,20
605,1726
802,1666
642,1721
556,1968
924,1580
198,1017
801,1885
59,314
990,322
816,1258
881,424
760,541
452,208
195,1432
229,1639
319,1343
953,589
36,1227
117,2026
379,356
392,586
514,1206
235,1939
820,76
498,260
17,1196
563,1570
716,1597
151,1801
817,2000
949,2046
716,1645
876,377
229,1584
929,1208
372,317
179,327
476,4
900,1186
476,153
10,1583
824,1183
284,1270
780,1196
765,1302
780,1028
651,653
777,2002
424,733
720,1748
117,1391
775,344
408,1247
438,1080
590,32
660,1287
175,920
456,1219
924,1283
522,780
67,111
610,1196
949,104
696,1653
422,1077
706,299
566,500
556,1394
391,858
139,608
99,1213
17,457
222,1291
800,1967
337,1
146,1307
352,725
48,165
175,914
438,1580
529,260
798,1015
984,1374
770,719
476,597
509,1259
549,1370
303,52
781,95
825,1225
123,368
149,919
770,2006
337,366
588,1243
712,661
583,457
904,1049
930,1783
869,910
685,588
544,2016
306,1457
271,1257
309,1690
190,1252
914,969
411,296
149,1845
293,1357
549,1639
352,441
331,1061
491,1196
851,1917
882,780
328,163
326,1196
192,1500
